date,dayofyear,month,is_weekend,is_holiday,season,temperature,humidity,voltage,current,frequency,energy
2020-01-18,18,1,True,True,0,28.67770691175344,54.62800644410584,228.92195210715988,10.807792204110386,49.56119132156855,1964.4050851568
2020-01-19,19,1,True,True,0,26.39664846588122,50.807482548295695,228.14071058860668,12.906054579833393,50.166359664792594,2320.9139102575905
2020-01-20,20,1,False,False,0,25.55062159327055,53.79147540214624,226.35769189159828,9.265347031817084,49.333425995761395,2093.8724421801526
2020-01-21,21,1,False,False,0,31.468058759606823,50.41223308938361,231.59762335391477,11.155649411198473,49.87633201805179,2513.285918975087
2020-01-22,22,1,False,False,0,28.24569282793366,54.92074027296783,238.26808634246143,9.483629595109958,50.16661526749501,2255.8343243415525
2020-01-23,23,1,False,False,0,28.99169047181192,49.65194152039074,230.69943616419565,8.650418648194105,50.649574910273834,2070.490718415166
2020-01-24,24,1,False,False,0,26.16538351963282,53.07512628250103,234.98059107455563,11.501926020735736,50.333774040185,2672.175121724459
2020-01-25,25,1,True,True,0,28.083170577072806,50.73555206140593,223.04889037423268,11.39107860398441,49.64296744100891,2020.5777390280562
2020-01-26,26,1,True,True,0,29.549601104924044,56.20706110038356,230.78880719646884,11.013489839909093,50.58920965878186,1948.3751228650767
2020-01-27,27,1,False,False,0,27.1803062625595,50.017577239883764,224.51315840514468,11.238493935181477,49.85024248122626,2541.892873511209
2020-01-28,28,1,False,False,0,30.38689874571985,41.11000139005008,222.6153753623405,14.48895024677981,49.3821484889753,3238.687182040732
2020-01-29,29,1,False,False,0,28.586061021320276,55.9883596832529,226.3031429627048,11.178026382315931,49.91397932036726,2532.807620426417
2020-01-30,30,1,False,False,0,29.354368002013217,44.85673753244824,235.95949667206787,11.991451011730007,50.71908460057285,2818.655392584464
2020-01-31,31,1,False,False,0,28.883296214062252,45.826359535942885,234.75007914334822,10.876648011942432,50.08262002503246,2538.656085679204
2020-02-01,32,2,True,True,0,33.93871244267338,45.82990828157901,231.215023610272,11.865479397137255,50.00626093216489,2219.8766908500625
2020-02-02,33,2,True,True,0,30.35305726590713,55.3967451077676,222.33649720055035,11.37578183955928,50.81860582235143,2021.960359620764
2020-02-03,34,2,False,False,0,28.408931273764395,37.56592388425705,229.01859674306033,11.246787456773129,49.28432257647279,2591.472074795401
2020-02-04,35,2,False,False,0,32.31210738711756,63.65626140380152,231.50850004450868,13.519003801073678,49.357200442973614,3140.513432955306
2020-02-05,36,2,False,False,0,28.36631543459596,52.974592046063705,230.877681147893,12.919585783545742,49.192076764516585,3039.015371451113
2020-02-06,37,2,False,False,0,31.364994059617146,48.54093827872911,220.78103208259628,11.92092670828152,50.186324093240025,2665.764206904134
2020-02-07,38,2,False,False,0,27.165428453391712,46.88443573218729,225.54841075990063,9.521218674401412,50.08324656355756,2157.138832666236
2020-02-08,39,2,True,True,0,28.564095386611815,48.32464323010658,229.67961117925643,11.505131022070033,50.771368183639886,2189.9163173049665
2020-02-09,40,2,True,True,0,31.74804548064002,49.24433485762602,232.68145454758596,14.609324467075616,50.12173753856838,2740.4685200182607
2020-02-10,41,2,False,False,0,32.963228770340635,49.61060974020996,219.01936089450027,11.715227016465235,49.79792142026035,2631.1096683197197
2020-02-11,42,2,False,False,0,31.95908274480272,48.912397792277694,229.1893801226007,13.088121426780493,50.000897436439054,3030.005567192481
2020-02-12,43,2,False,False,0,31.513139623552973,46.33623120413269,230.71524384939477,13.465273258451436,50.058853709230476,3014.5478493757805
2020-02-13,44,2,False,False,0,31.26832028105809,44.659769624944126,234.24805994258105,12.280122217526975,49.164119363335914,2941.836543479447
2020-02-14,45,2,False,False,0,29.037539289781616,44.65248250000269,233.46428792118718,11.256553349286788,51.35516582216745,2634.762024205228
2020-02-15,46,2,True,True,0,30.67687780602833,44.20101838126468,232.91285659404403,9.699657535062435,50.259935509050955,1804.7422170352295
2020-02-16,47,2,True,True,0,31.315162841039548,50.615513933695155,226.00029746649034,12.855095323496691,50.1050041540113,2338.2717110307517
2020-02-17,48,2,False,False,0,34.468414682077686,47.69001135559345,220.45998931438345,11.391495066068408,50.30758199213929,2494.1197224424395
2020-02-18,49,2,False,False,0,33.156957456102475,29.80037599933778,228.034736214693,12.417066714977357,50.354705490293306,2842.8739759295536
2020-02-19,50,2,False,False,0,29.056977774060158,47.56650678107451,235.0081591260428,11.025097085846323,49.92972325724878,2561.3939670134887
2020-02-20,51,2,False,False,0,33.34231620762897,45.050023697941555,236.96727263762216,12.04300694018161,49.68437943187965,2917.5121219075104
2020-02-21,52,2,False,True,0,32.03279394987512,43.77685729135162,233.55274551148892,12.37460660811338,50.29972534316085,2306.4192726785423
2020-02-22,53,2,True,True,0,31.555612566955855,41.72664670563725,232.14670411400868,12.64143055131463,50.19285542026573,2328.60395808294
2020-02-23,54,2,True,True,0,34.2369634594285,49.09347962545188,231.89819824192983,11.289261077171615,49.59505495045529,2048.121151837113
2020-02-24,55,2,False,False,0,35.17738963506551,48.01912272224155,227.2194062661961,13.631528125783436,50.70951780568363,3110.7865166988972
2020-02-25,56,2,False,False,0,35.07732577125654,39.23063051382069,229.3496985322319,11.867534875175272,50.14667601816149,2731.1709009484516
2020-02-26,57,2,False,False,0,31.633271217212805,44.948818040626136,238.34534762913165,10.819042418644178,50.36490968113382,2598.0896569699435
2020-02-27,58,2,False,False,0,32.78775930464236,37.87887376629534,225.28720997104062,12.41283179693997,50.69596044383996,2745.0896489971683
2020-02-28,59,2,False,False,0,34.16069777808241,35.66778280186891,238.07389395354926,12.583826583609044,50.01094441058242,2915.821535655415
2020-02-29,60,2,True,True,0,35.53872983700275,39.266169797579465,228.38985922753972,12.736881307999168,50.158476003492055,2358.4591882707778
2020-03-01,61,3,True,True,1,32.71621507160539,46.55082090932393,236.6271605454754,13.96450146787387,50.40501361925306,2717.736357714719
2020-03-02,62,3,False,False,1,33.3875990981148,46.84883941218225,222.9659249525123,12.39122627869687,49.637569458099975,2711.5035474060296
2020-03-03,63,3,False,False,1,31.628005151421583,44.49831105399277,232.92952100582323,12.53258290546132,50.027025831423,2998.6805973129585
2020-03-04,64,3,False,False,1,31.527400216434145,45.413386332355664,226.3161493202619,11.572759658145552,50.062774293325575,2633.297955777191
2020-03-05,65,3,False,False,1,35.62136034131083,44.22921891438692,222.92366404037907,13.519446111844626,49.5219707241583,3013.451317821319
2020-03-06,66,3,False,False,1,36.782618185168005,38.30677758002337,231.09267021205474,12.905350502486012,51.15881839433694,2962.4544728146857
2020-03-07,67,3,True,True,1,33.99725963869267,43.54513410261012,235.04735894297986,12.32235623726184,49.2963532782538,2247.8439306471105
2020-03-08,68,3,True,True,1,36.2167786729504,45.264420700229785,225.7752928070325,10.858239169684442,49.35094804815642,2010.6041281196656
2020-03-09,69,3,False,False,1,34.99868888588723,44.91623378125946,222.504920197708,14.227037245792676,50.65711328785179,3126.8054689530386
2020-03-10,70,3,False,False,1,33.04813277901901,46.97733525712978,229.54077617832522,11.573831722012718,50.35663312539827,2617.6759830412416
2020-03-11,71,3,False,False,1,35.12135179043578,44.46789930339641,229.5628233561141,12.22829016445598,49.48701759125961,2856.7571304646635
2020-03-12,72,3,False,False,1,37.532037007203364,42.58288469796199,232.74159813777248,13.19513367335743,50.30364450755085,2976.9073264451586
2020-03-13,73,3,False,False,1,34.43891308473163,46.081340220299154,234.74797285682243,11.656611620268775,50.733925222498655,2660.1860577039665
2020-03-14,74,3,True,True,1,37.69163557754707,40.50863804327342,229.70292409363753,11.375194701522574,49.98486847120151,2089.425675883946
2020-03-15,75,3,True,True,1,29.371807630543515,36.14826281128018,239.27751657397133,10.759441768916236,51.29941145003729,2074.2582264010703
2020-03-16,76,3,False,False,1,36.301204385298995,39.664454167633814,231.12117372267645,13.618216765870201,49.13796909456598,3171.6949753361982
2020-03-17,77,3,False,False,1,34.87473335499141,36.68321294305796,228.2678674699655,12.3650055208282,50.34691172692955,2807.4435168239906
2020-03-18,78,3,False,False,1,34.14298985079247,36.96557758552845,221.94216320448587,15.849571457990592,50.5832641681105,3644.2066586825936
2020-03-19,79,3,False,False,1,34.96200496812757,39.5584436471458,228.68670239841916,11.939189958886097,50.44567195080263,2718.9393530676875
2020-03-20,80,3,False,False,1,30.837926873514306,36.26434859035338,228.31806527294432,12.022468387385906,49.89782213667718,2733.407414407949
2020-03-21,81,3,True,True,1,34.405394391845896,38.637911071935704,234.80152398140734,12.388028479970876,49.85477925899443,2287.133039537097
2020-03-22,82,3,True,True,1,35.58771956696335,30.666789679882786,232.31241812033426,13.205182982320448,50.22207258554363,2460.3777331015344
2020-03-23,83,3,False,False,1,37.855113040356564,41.164362314850734,224.1031543918369,12.499594146476749,50.407877243326034,2831.9465384455184
2020-03-24,84,3,False,False,1,33.88568165763202,40.07284934172772,230.8612719320552,13.58899884225631,50.30123671814118,3197.3524597331902
2020-03-25,85,3,False,False,1,33.32519186315315,35.956213627351204,233.35765585864527,12.004065330693201,50.520028945396696,2726.776333122588
2020-03-26,86,3,False,False,1,33.95567587430272,43.318634030461354,237.64015679693915,11.606165269977957,49.49056502146663,2745.7911676509666
2020-03-27,87,3,False,False,1,36.8040539664857,44.696925074385646,234.43751983707028,11.193760179915358,49.88611451043818,2646.5725547707716
2020-03-28,88,3,True,True,1,35.64185643087501,31.96386750506037,233.8042332715574,10.771732095529497,49.52999203393812,2044.134127611247
2020-03-29,89,3,True,True,1,33.93297970486275,36.18656131244512,230.3004299730758,12.479681014243994,49.80694361195693,2299.5881556960053
2020-03-30,90,3,False,False,1,36.02421988602562,36.15891821146569,231.94156002711725,12.69832519354645,50.507610445907154,2972.3905535994145
2020-03-31,91,3,False,False,1,35.19406249605798,35.31548426966201,236.2475245035308,12.368535191725387,50.053991960362616,2881.587626133636
2020-04-01,92,4,False,False,1,36.936456567613156,44.17866578654746,223.33611301260174,14.243155773151376,51.30342958157488,3258.9063190245442
2020-04-02,93,4,False,False,1,33.59135661911887,39.08436984397287,228.25280336391523,14.226669051670207,50.09670318359486,3296.90849872335
2020-04-03,94,4,False,False,1,34.3334728626548,38.759045870503364,226.1371562562188,12.6618361593106,50.02984594028987,2796.0652326954037
2020-04-04,95,4,True,True,1,34.19495530238961,30.096330040087192,231.8957655936306,11.199830369404213,50.05309145972011,2023.9994380195901
2020-04-05,96,4,True,True,1,32.03955912127746,43.33264596268749,236.15111087825395,12.423271597207457,49.68109565357003,2294.669423232896
2020-04-06,97,4,False,True,1,35.54329366513613,34.00505812398558,227.01512856639462,12.385494539385032,49.9710816938112,2283.254206718324
2020-04-07,98,4,False,False,1,35.45467903703392,40.552674303451916,218.0484781626528,12.322635585524186,50.563894013555824,2622.6955480556253
2020-04-08,99,4,False,False,1,34.92136755321947,41.697408354749115,227.93889627487766,12.27562328808212,50.05698533406389,2781.540806661219
2020-04-09,100,4,False,False,1,34.417601635573114,47.177163573761064,234.56736866008703,12.312569874972214,49.60327013505827,2910.8623368365274
2020-04-10,101,4,False,True,1,32.02874001553748,33.8989311742913,232.6881495147494,12.57130283399373,49.537457689760686,2336.846258017899
2020-04-11,102,4,True,True,1,33.9879748742691,25.420430117447467,232.1409312390529,12.313238557124391,49.77489905416708,2299.66970796121
2020-04-12,103,4,True,True,1,34.11070788340136,41.51796928673833,228.6000334906276,13.147163583562062,50.03693171720544,2351.0634928397994
2020-04-13,104,4,False,False,1,33.155550967880444,49.687757154457174,223.60484631890108,13.288400367801966,50.59679326773813,3001.0934407362497
2020-04-14,105,4,False,False,1,34.39861054295859,46.97213608725117,232.57647160812235,12.005709502704695,49.32975567931678,2761.5849606673637
2020-04-15,106,4,False,False,1,35.48747954386972,41.92360054453502,225.8285909498269,14.174878675079226,49.840086861055624,3184.8618943579936
2020-04-16,107,4,False,False,1,38.40707728806255,38.52068874593669,240.92048366690227,11.91034934385183,50.07215500971754,2881.3337109578542
2020-04-17,108,4,False,False,1,34.93633379553664,45.1236852346437,232.85253604177257,11.258352837146552,49.08314711618528,2626.689920859202
2020-04-18,109,4,True,True,1,35.051910747749986,36.33514784263975,227.09675848723023,13.24182106125639,49.5832008585168,2406.9387125341887
2020-04-19,110,4,True,True,1,34.33472396858938,43.705044270322595,226.94307376305687,12.027676605622176,49.66005573013191,2146.1469781874875
2020-04-20,111,4,False,False,1,30.59006900330612,43.976517124249206,229.53527896693205,13.149574900928648,49.60201481307475,3003.3138726212655
2020-04-21,112,4,False,False,1,34.31578571205588,46.88162378316171,228.80249038989126,10.406975437785764,50.095944772510826,2381.251077133664
2020-04-22,113,4,False,False,1,34.42769973026184,55.515740430848716,235.58416887764977,14.184627734597006,49.9197201952491,3272.9194740355415
2020-04-23,114,4,False,False,1,39.16939144690151,43.82180357984112,230.93208084872023,13.445165574619683,49.722356948699485,3081.793415186834
2020-04-24,115,4,False,False,1,33.79111433103169,39.46256447841764,226.34184130545736,11.25227432901518,50.21398131327632,2566.244484455068
2020-04-25,116,4,True,True,1,34.70914098560939,42.032501509849055,239.45220342577892,11.253036766436363,50.86153735882313,2091.7797289713244
2020-04-26,117,4,True,True,1,33.96413448383636,33.47327027668714,230.2465416576011,14.38233331107158,50.81962825837088,2707.0150872526297
2020-04-27,118,4,False,False,1,31.62103683211003,39.008600241669846,233.84419837984447,11.950137968706768,49.03861411396883,2857.951096950769
2020-04-28,119,4,False,False,1,36.16621885532497,40.604460714842546,226.9588674627762,11.829987119155856,50.28853609191757,2622.662949864839
2020-04-29,120,4,False,False,1,35.30398810510891,40.20427884481098,231.81557813872263,10.373984517771325,49.91098835496808,2472.732200241824
2020-04-30,121,4,False,False,1,35.29912708117931,43.76543252961805,231.55554995571597,12.264340750526411,50.07757767143268,2832.697087896835
2020-05-01,122,5,False,False,1,31.812646370909633,39.07553222539943,220.55175353951924,12.361706769313981,49.80085848322872,2747.321832671397
2020-05-02,123,5,True,True,1,36.348810319370465,48.9817408093062,240.0763755523032,13.278459606018966,50.058794314943604,2525.443011498146
2020-05-03,124,5,True,True,1,30.64878844794607,43.5715042585427,236.45322230461272,11.136668743874713,50.07570369803601,2152.7932095439296
2020-05-04,125,5,False,False,1,34.53296898178691,43.72271721415971,228.01402341927007,10.987489646015302,49.71052412132554,2525.606422407954
2020-05-05,126,5,False,False,1,37.64445323885905,42.33330465394188,224.48865129772074,12.930025230948207,49.55181622608741,2861.936262511183
2020-05-06,127,5,False,False,1,31.18430786419778,44.95704028415935,231.73780806901777,13.456344225564813,49.77565215869026,3060.0836154563094
2020-05-07,128,5,False,True,1,31.932204004003903,48.51957430192267,230.43348849707198,10.848287487844951,50.117129632228384,1926.8318622741385
2020-05-08,129,5,False,False,1,33.16113136800144,40.27605238376674,231.77834474281616,13.470062677647588,50.299498170842135,3131.465919828782
2020-05-09,130,5,True,True,1,31.849547242554745,41.54330138505247,230.95788698097044,12.394491406722965,50.42667448867007,2318.7080069894123
2020-05-10,131,5,True,True,1,29.647513551538143,43.54192810218557,232.53120494652964,13.416457463175767,49.75290498846655,2528.344299959869
2020-05-11,132,5,False,False,1,32.776012077517485,38.56230492335421,237.23652849695904,12.221445476854012,50.14192228365137,2893.474243413339
2020-05-12,133,5,False,False,1,30.402060847867872,41.430829935474264,232.84051602564324,9.735722565108073,50.48125129597665,2209.0208431590445
2020-05-13,134,5,False,False,1,33.359404969756326,43.38576318664121,224.7517225054503,12.071698650229749,50.58279744757206,2679.031325304666
2020-05-14,135,5,False,False,1,30.456727072397268,50.38277936253069,236.81281426356227,13.248816480930731,49.97058357293424,3195.1069484587683
2020-05-15,136,5,False,False,1,35.27663794679469,47.571751300536285,238.20307281744144,11.259284721944171,49.88953413753019,2657.7647902635695
2020-05-16,137,5,True,True,1,30.4893295163993,47.47907718017881,245.76028367256043,11.728785861414082,50.095562116918195,2313.1466738827467
2020-05-17,138,5,True,True,1,31.288689236458424,51.021797445994295,224.382529833802,11.903710177109954,49.4251462635513,2083.005158979901
2020-05-18,139,5,False,False,1,33.4347685295095,46.34054983730339,231.21441006575137,9.142806348562566,49.90319524448225,2130.7777285012517
2020-05-19,140,5,False,False,1,29.218910009267425,49.2436782318409,219.58950648405505,13.675539168078076,50.372293199236566,2980.1206687376757
2020-05-20,141,5,False,False,1,32.00648344129911,47.042956266520164,232.76574578189604,11.064093391730081,50.320973564721854,2627.677585415388
2020-05-21,142,5,False,False,1,34.034832640930496,49.157274344695615,227.25899850916613,12.43189957218249,49.86486619781805,2863.938931651064
2020-05-22,143,5,False,False,1,28.07266167683589,45.19167297272682,239.61722897412477,11.799587307639294,50.10885910054358,2802.5991163660365
2020-05-23,144,5,True,True,1,31.522113716697888,36.18990873954184,226.1269251499071,13.103472856249343,49.587674829854656,2364.1052192477646
2020-05-24,145,5,True,True,1,31.53600622074607,47.994569063246125,221.5540848101637,12.21092831210285,50.35174607411251,2136.7490254943395
2020-05-25,146,5,False,True,1,32.44149826647936,56.06503441714731,227.64368129648742,11.528431485356446,49.96108928193176,2028.5280064934489
2020-05-26,147,5,False,False,1,28.26382125728708,53.87097358044197,220.1225611439143,10.827801711193693,49.86202427415193,2340.571322749053
2020-05-27,148,5,False,False,1,27.95497939793321,54.35867527564485,233.75549727253656,12.476618488612669,49.819138081953305,2926.389025471419
2020-05-28,149,5,False,False,1,31.496287516640304,56.007234731989,219.6745847687184,9.762280011667336,49.96855306655007,2160.7877828704604
2020-05-29,150,5,False,False,1,30.901269828085706,50.56777695160765,230.1422879059158,12.238080564761692,49.77606117753402,2823.9272559308097
2020-05-30,151,5,True,True,1,30.66160961085028,51.41190173471221,219.61094090071902,10.449142421492686,50.32907151800128,1820.7101463337692
2020-05-31,152,5,True,True,1,30.705314553451707,47.64073510477123,228.3985109773168,12.756009102293966,49.80235822599191,2377.4161182676826
2020-06-01,153,6,False,False,2,28.50267762792992,49.455048885056534,238.21689077902266,11.620117663988765,50.796482048013694,2771.2853956298504
2020-06-02,154,6,False,False,2,30.176102471060645,54.42334389784708,231.80323945717896,12.057602290871701,50.732605251740694,2830.15396251516
2020-06-03,155,6,False,False,2,30.14521188168195,57.67555013359774,225.68253197517532,11.449708894350096,49.55422825507275,2495.3105370454887
2020-06-04,156,6,False,False,2,27.976485007452215,51.27300883747554,229.8439825553046,9.569179257910488,50.03485213471464,2003.2982578428434
2020-06-05,157,6,False,False,2,32.98155242198506,50.0357855508708,230.09008436022222,10.414271856513324,49.6746716893319,2410.410091407343
2020-06-06,158,6,True,True,2,30.04122542997979,52.608148936469526,232.36315172921704,11.900457214058248,49.83667621840569,2140.9439135357434
2020-06-07,159,6,True,True,2,26.55329577215937,55.93251130111814,223.16570818359588,11.347426647329245,51.0012137338224,2015.2626179144577
2020-06-08,160,6,False,False,2,30.09018686930731,46.030267927450026,232.96283636923664,12.314113800917568,49.8462142914421,2853.6260263840877
2020-06-09,161,6,False,False,2,26.667773966843033,42.09370200046652,216.4780418419861,11.488415755226475,50.18011301853871,2566.359776678826
2020-06-10,162,6,False,False,2,30.03029233419224,51.1488912594163,226.85057723818096,10.07013504730954,50.27066064700414,2304.415775995786
2020-06-11,163,6,False,False,2,30.61127598026011,48.12678921281703,227.5586307877423,10.192161308952956,49.49968531375838,2327.6072235730717
2020-06-12,164,6,False,False,2,26.489705772654847,52.020135861081336,233.1666341303562,11.042238513330718,49.572452262795395,2616.531145149595
2020-06-13,165,6,True,True,2,29.893880451223552,54.1540325035889,230.11315426338436,8.576094391820366,49.39698881429594,1597.2025847517962
2020-06-14,166,6,True,True,2,28.627868605865157,52.96030263476594,222.97218473071857,12.514133911220632,49.55701463305111,2209.3591729086875
2020-06-15,167,6,False,False,2,29.280775247269048,62.823907412270415,225.07503437091492,11.232743214561577,48.574984945341406,2581.783861609836
2020-06-16,168,6,False,False,2,31.26380777011725,57.53163382563922,230.99340004773703,11.96810113849168,50.272291200396815,2709.0648677009717
2020-06-17,169,6,False,False,2,26.812280470300383,57.737837601189256,229.60466329067722,9.110313069882668,51.02709692062803,2107.932724259744
2020-06-18,170,6,False,False,2,25.627736825682984,59.68517283658746,227.10437945182127,11.885127906674644,50.073910369518266,2621.786108244053
2020-06-19,171,6,False,False,2,25.18770003868472,51.219657997810536,227.5958310524401,12.821517580408479,49.2918655703297,2928.3211419423387
2020-06-20,172,6,True,True,2,25.166045287324746,62.44998349483605,233.48083998579645,9.21842140179937,49.67861180855002,1731.5092998767748
2020-06-21,173,6,True,True,2,26.473866710556965,57.21701766933565,227.41153713565393,11.25982283371932,49.7705615774875,2132.313642888729
2020-06-22,174,6,False,False,2,27.140295918832038,61.290369137257365,229.55954377985464,10.438507535446918,49.491207611393314,2318.01033290768
2020-06-23,175,6,False,False,2,26.84086337318585,52.92141786005029,240.84968294040272,8.841810684109499,50.43009131919758,2099.5029410941474
2020-06-24,176,6,False,False,2,27.770956569288998,50.85515763387328,222.8815868155804,10.827860993216955,50.40513002218767,2454.464961315429
2020-06-25,177,6,False,False,2,25.971371281927805,63.05705494566006,220.7407863421267,11.117213454288946,49.42227410309117,2470.788302652878
2020-06-26,178,6,False,False,2,28.680932946649264,61.19361539803267,233.91794832399304,9.631032885031543,50.36254052222375,2261.886705274361
2020-06-27,179,6,True,True,2,25.07281910718202,55.145475105095755,226.60678469352948,11.346556352352602,50.76340633178863,2009.158536732525
2020-06-28,180,6,True,True,2,30.870560663224545,55.65168459362653,228.4088123612869,8.462303292224394,50.95127910261478,1516.7507984498143
2020-06-29,181,6,False,False,2,26.50951909780134,65.97144104519055,226.09421810934444,8.582699174231754,51.43260601154298,2002.7507094768075
2020-06-30,182,6,False,False,2,23.37175485605432,54.741372768118275,228.70099929616245,10.162418386254819,49.5490036752784,2321.5797805144753
2020-07-01,183,7,False,False,2,22.772145034990896,69.2457581107449,237.99269056048172,9.999564287306207,51.4121102131976,2398.5911939757334
2020-07-02,184,7,False,False,2,25.706760428215045,56.87294486280705,234.0106422930906,9.205971190894498,49.82289680574561,2148.535814874086
2020-07-03,185,7,False,False,2,24.122852099302996,64.91125560279085,234.31111755943488,10.680527736958293,49.70376727230974,2443.412114408751
2020-07-04,186,7,True,True,2,25.825868214526256,60.41894157020377,222.91886472103678,10.35025448211857,50.16353618743892,1892.5041042859052
2020-07-05,187,7,True,True,2,25.172610456812457,65.42009805339877,224.24423131723566,10.625979633233626,49.708969332953494,1931.413327104286
2020-07-06,188,7,False,False,2,23.908974676514262,60.02500543169434,215.80460670257287,9.593253315196135,50.19952207032326,2185.5501005524147
2020-07-07,189,7,False,False,2,22.189822492646247,62.27221188292415,225.95309589458623,10.267603246613257,49.33996140613135,2269.217672007043
2020-07-08,190,7,False,False,2,20.682823776102463,63.63045876060816,234.7835159319283,9.168105164612264,49.880623698968286,2193.6486110413616
2020-07-09,191,7,False,False,2,22.648978126667213,58.75359691795752,232.58473257874186,11.616421099326972,50.64279111718084,2636.2249966071686
2020-07-10,192,7,False,False,2,25.084727459261778,67.80621172447302,228.89243368523938,8.699033191062465,49.97146935428442,1999.0102061946154
2020-07-11,193,7,True,True,2,23.630521631004786,61.872362427725385,229.88849858140972,11.565997672281627,50.07079789336994,2175.9372010346806
2020-07-12,194,7,True,True,2,20.54179354464026,63.630455743418906,226.55557228712297,9.44486927770868,50.237629302358656,1608.2234557058603
2020-07-13,195,7,False,False,2,23.211152697304406,60.13531902928118,231.02379441200893,7.98392636411187,50.58533081465883,1834.230339231118
2020-07-14,196,7,False,False,2,23.467578057151556,52.62749485670555,233.82939139740307,10.677162339796766,49.17238764390528,2468.473885063819
2020-07-15,197,7,False,False,2,20.762063322788382,64.81450984461134,221.92056606294764,9.384834846952154,50.29226202591872,2047.5899967281423
2020-07-16,198,7,False,False,2,22.670795284610982,78.16150160119035,231.49823843918674,10.060127620196216,49.865930430379116,2348.1624551617992
2020-07-17,199,7,False,False,2,22.314110684899838,70.3484146733374,234.66217435477333,10.383163892944946,50.08331894765592,2492.5701011215633
2020-07-18,200,7,True,True,2,19.746931211603854,66.6541560932103,227.92449855518316,9.447817096324556,50.52997508488119,1716.047243535231
2020-07-19,201,7,True,True,2,22.5845043113383,65.7590682974861,233.50350306060292,8.468438032379707,49.40290667429408,1592.202278187842
2020-07-20,202,7,False,False,2,22.827484230491166,67.5068203218737,244.07327222236276,9.987487930995659,49.49367777927846,2443.3942982524286
2020-07-21,203,7,False,False,2,23.70997935964322,70.44886370074819,229.47828603506554,8.963918569442395,49.0322850201431,2057.1148447913583
2020-07-22,204,7,False,False,2,23.490466796772132,62.12569570757524,231.96653525002662,9.600716626419116,49.72542052911811,2172.577839862161
2020-07-23,205,7,False,False,2,18.46758161204617,73.9154805255907,226.30971458169304,6.713145530596645,50.66521617218941,1574.6722790608396
2020-07-24,206,7,False,False,2,19.18844715360509,72.23241842821484,230.90625581301026,9.266210887040453,49.93970640576327,2154.3858299082053
2020-07-25,207,7,True,True,2,21.93651094626111,72.55551546334789,232.30135812491153,8.133346298408107,49.32993755217261,1531.253987476469
2020-07-26,208,7,True,True,2,21.777568502128876,71.46338411210566,230.9742117013507,10.37830861726987,49.75716062771248,1877.3718398825154
2020-07-27,209,7,False,False,2,21.624907529107144,69.67276009078572,224.9015234014557,9.30153099483761,49.25606914825469,2068.9674708053744
2020-07-28,210,7,False,False,2,28.14639604622485,73.23981718303365,231.03180885662726,8.872137665323919,49.43740694913442,2040.93930335926
2020-07-29,211,7,False,False,2,21.430185944647693,73.13248954574897,237.3109796935882,9.07283147032863,50.194409455131854,2076.376290146063
2020-07-30,212,7,False,False,2,22.408404209274295,68.69810859260589,232.24317882257265,7.542741025797212,49.41306333684699,1667.348436606693
